year,First_gen,New_Enrollment,Female,CA_residence,Non_CA_residence,International,Afghan,African,African American/Black,Algerian,American Indian/Alaska Native,Armenian,Asian Indian,Assyrian/Chaldean,Azerbaijani,Bahraini,Bangladeshi,Berber,Cambodian,Caribbean,Chinese,Circassian,Cuban,Djiboutian,East Indian,Egyptian,Emerati,Fijian,Filipino,Georgian,Guamanian/Chamoro,Hawaii Other Pacific Islander,Hawaiian,Hmong,Indonesian,Iranian,Iraqi,Israeli,Japanese,Jordanian,Korean,Kurdish,Kuwaiti,Laotian,Latin American/Latino,Lebanese,Libyan,Malaysian,Mauritanian,Mexican/Mexican American/Chicano,Moroccan,Native Hawaiian and Pacific Islander,Omani,Other African American/Black,Other Asian,Other North African,Other Pacific Islander,Other Southwest Asian,Other Spanish American/Latino,Other White,Pakistani,Palestinian,Puerto Rican,Qatari,Samoan,Saudi Arabian,Somali,Sri Lankan,Sudanese,Syrian,Taiwanese,Thai,Tongan,Tunisian,Turkish,Vietnamese,White/Caucasian,White/Middle Eastern,White/North African,Yemeni
2013,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,9,0,0,0,0,22,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0
2013,1,1,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,17,0,0,0,1,0,0,0,4,0,1,0,1,0,1,0,0,0,1,0,4,0,0,1,1,0,0,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,2,0,0
2013,0,0,1,1,0,0,0,40,150,0,97,0,393,0,0,0,4,0,8,14,911,0,14,0,14,0,0,10,479,0,12,2,22,7,29,0,0,0,293,0,252,0,0,3,154,0,0,18,0,429,0,0,0,11,65,0,11,0,191,208,68,0,26,0,1,0,0,4,0,0,299,21,1,0,0,250,3621,346,26,0
2013,0,0,1,0,0,1,0,4,0,0,0,0,13,0,0,0,0,0,0,1,329,0,0,0,1,0,0,0,7,0,0,0,0,0,27,0,0,0,8,0,38,0,0,0,5,0,0,8,0,1,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,19,5,0,0,0,4,7,3,0,0
2013,0,0,1,0,1,0,0,4,14,0,3,0,15,0,0,0,2,0,0,2,24,0,1,0,0,0,0,0,13,0,3,0,2,0,0,0,0,0,6,0,21,0,0,0,2,0,0,0,0,13,0,0,0,0,3,0,0,0,5,10,5,0,5,0,0,0,0,0,0,0,26,0,0,0,0,3,112,9,1,0
2013,0,0,0,1,0,0,0,28,109,0,70,0,331,0,0,0,15,0,8,11,800,0,16,0,18,0,0,6,376,0,8,0,19,10,17,0,0,0,210,0,207,0,0,2,91,0,0,11,0,324,0,0,0,9,47,0,6,0,143,138,50,0,32,0,5,0,0,10,0,0,273,8,2,0,0,189,2825,300,24,0
2013,0,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,11,0,68,0,0,0,2,0,0,3,0,2,0,0,0,0,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,9,5,0,0,0,5,11,5,1,0
2013,0,0,0,0,1,0,0,0,3,0,1,0,8,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,8,0,21,0,0,0,2,0,0,1,0,10,0,0,0,1,1,0,0,0,6,3,1,0,3,0,1,0,0,0,0,0,22,0,0,0,0,2,62,7,1,0
2013,0,1,1,1,0,0,0,13,51,0,27,0,118,0,0,0,2,0,2,7,266,0,8,0,0,0,0,3,146,0,5,0,9,2,10,0,0,0,97,0,72,0,0,0,55,0,0,5,0,152,0,0,0,5,19,0,6,0,67,75,20,0,8,0,0,0,0,0,0,0,90,8,0,0,0,64,1124,120,6,0
2013,0,1,1,0,0,1,0,3,0,0,0,0,12,0,0,0,0,0,0,1,154,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,2,0,17,0,0,0,5,0,0,3,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,2,4,1,0,0
2013,0,1,1,0,1,0,0,2,7,0,1,0,10,0,0,0,1,0,0,1,9,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,2,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,50,5,0,0
2013,0,1,0,1,0,0,0,7,25,0,30,0,92,0,0,0,6,0,3,6,194,0,5,0,0,0,0,3,117,0,2,0,7,4,8,0,0,0,53,0,49,0,0,1,31,0,0,3,0,117,0,0,0,1,10,0,1,0,39,43,17,0,10,0,2,0,0,2,0,0,66,4,1,0,0,52,775,97,4,0
2013,0,1,0,0,0,1,0,1,0,0,0,0,13,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,7,0,36,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,4,3,1,0
2013,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,22,3,2,0
2012,1,0,1,1,0,0,0,16,215,0,90,0,151,0,0,0,4,0,45,6,1315,0,11,0,43,0,0,18,192,0,2,7,20,84,12,0,0,0,67,0,140,0,0,16,252,0,0,12,0,1510,0,0,0,11,159,0,3,0,252,101,41,0,18,0,5,0,0,8,0,0,57,18,0,0,0,623,1210,108,5,0
2012,1,0,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,8,0,0,0,2,0,0,2,0,16,0,0,0,1,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,3,2,0,0,0
2012,1,0,1,0,1,0,0,1,5,0,3,0,5,0,0,0,0,0,1,1,26,0,0,0,1,0,0,1,3,0,0,0,1,1,1,0,0,0,5,0,8,0,0,0,9,0,0,0,0,28,0,0,0,0,1,0,0,0,7,5,1,0,2,0,0,0,0,0,0,0,6,1,1,0,0,5,28,2,0,0
2012,1,0,0,1,0,0,0,24,137,0,48,0,127,0,0,0,1,0,27,3,1081,0,4,0,44,0,0,11,149,0,3,4,7,40,8,0,0,0,40,0,120,0,0,5,161,0,0,4,0,939,0,0,0,4,113,0,1,0,139,63,30,0,6,0,1,0,0,4,0,0,45,13,2,0,0,499,871,113,5,0
2012,1,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,1,0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,4,0,0,2,0,18,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4,1,2,1,0
2012,1,0,0,0,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,8,1,0,0
2012,1,1,1,1,0,0,0,7,64,0,31,0,62,0,0,0,2,0,23,1,384,0,5,0,0,0,0,7,73,0,0,0,7,33,5,0,0,0,29,0,35,0,0,6,109,0,0,8,0,456,0,0,0,3,26,0,1,0,71,34,19,0,3,0,3,0,0,3,0,0,22,8,0,0,0,177,429,50,1,0
2012,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,1,0,0,1,0,9,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0
2012,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,1,0,0
2012,1,1,0,1,0,0,0,14,45,0,20,0,55,0,0,0,0,0,7,0,302,0,2,0,0,0,0,2,53,0,3,0,4,16,3,0,0,0,16,0,29,0,0,5,62,0,0,0,0,271,0,0,0,1,21,0,0,0,45,28,12,0,3,0,0,0,0,1,0,0,18,7,1,0,0,160,301,59,0,0
2012,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,1,0
2012,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
2012,0,0,1,1,0,0,0,29,142,0,89,0,321,0,0,0,2,0,7,7,848,0,10,0,93,0,0,7,443,0,7,3,16,5,21,0,0,0,260,0,222,0,0,6,112,0,0,14,0,366,0,0,0,7,71,0,6,0,160,166,69,0,21,0,1,0,0,4,0,0,228,13,1,0,0,246,3433,276,23,0
2012,0,0,1,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,222,0,0,0,1,0,0,0,4,0,0,0,0,0,14,0,0,0,7,0,28,0,0,0,2,0,0,5,0,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,16,3,0,0,0,4,8,3,0,0
2012,0,0,1,0,1,0,0,3,8,0,2,0,6,0,0,0,1,0,0,1,22,0,0,0,0,0,0,0,12,0,1,1,2,0,1,0,0,0,7,0,14,0,0,0,3,0,0,0,0,8,0,0,0,0,5,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,16,0,0,0,0,4,92,6,1,0
2012,0,0,0,1,0,0,0,23,114,0,53,0,272,0,0,0,10,0,6,7,833,0,12,0,71,0,0,4,358,0,5,3,14,8,13,0,0,0,183,0,223,0,0,1,70,0,0,11,0,296,0,0,0,8,61,0,6,0,145,113,40,0,26,0,3,0,0,8,0,0,229,5,1,0,0,183,2875,252,22,0
2012,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,10,0,52,0,0,0,1,0,0,2,0,1,0,0,0,0,5,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,11,4,0,0,0,5,8,3,0,0
2012,0,0,0,0,1,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,8,0,18,0,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,5,2,2,0,2,0,1,0,0,0,0,0,17,0,0,0,0,2,56,5,1,0
2012,0,1,1,1,0,0,0,13,47,0,31,0,118,0,0,0,0,0,2,1,295,0,4,0,0,0,0,1,176,0,1,0,5,2,9,0,0,0,104,0,72,0,0,2,59,0,0,5,0,141,0,0,0,0,18,0,3,0,66,75,22,0,12,0,1,0,0,2,0,0,72,8,0,0,0,86,1134,122,12,0
2012,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,8,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,2,2,0,0,0
2012,0,1,1,0,1,0,0,1,2,0,0,0,5,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,34,4,0,0
2012,0,1,0,1,0,0,0,13,35,0,16,0,106,0,0,0,4,0,3,3,256,0,6,0,0,0,0,3,134,0,2,0,6,4,3,0,0,0,62,0,69,0,0,0,33,0,0,3,0,103,0,0,0,3,15,0,2,0,37,38,17,0,10,0,1,0,0,2,0,0,86,2,1,0,0,69,869,98,7,0
2012,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,19,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,5,3,0,0,0,2,4,2,0,0
2012,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,16,3,0,0
2011,1,0,1,1,0,0,0,10,224,0,80,0,119,0,0,0,2,0,29,7,1298,0,6,0,87,0,0,17,176,0,4,16,16,58,7,0,0,0,53,0,133,0,0,12,168,0,0,6,0,1406,0,0,0,9,210,0,2,0,247,81,27,0,22,0,4,0,0,6,0,0,39,14,0,0,0,667,1183,71,6,0
2011,1,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,3,0,0,1,0,8,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,3,1,0,0,0
2011,1,0,1,0,1,0,0,1,5,0,4,0,6,0,0,0,0,0,1,0,27,0,0,0,1,0,0,0,3,0,0,1,3,1,1,0,0,0,4,0,7,0,0,0,5,0,0,0,0,23,0,0,0,0,1,0,0,0,3,3,1,0,2,0,0,0,0,0,0,0,3,1,1,0,0,7,29,1,0,0
2011,1,0,0,1,0,0,0,16,135,0,40,0,93,0,0,0,2,0,25,4,1063,0,3,0,67,0,0,10,132,0,1,8,4,28,6,0,0,0,37,0,124,0,0,3,130,0,0,4,0,913,0,0,0,4,130,0,2,0,143,50,21,0,6,0,1,0,0,3,0,0,29,7,2,0,0,460,845,71,6,0
2011,1,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,81,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,2,0,0,2,0,7,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,0
2011,1,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,18,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,7,1,0,0
2011,1,1,1,1,0,0,0,6,59,0,29,0,64,0,0,0,1,0,18,3,390,0,5,0,0,0,0,9,64,0,1,0,9,32,2,0,0,0,24,0,42,0,0,10,107,0,0,4,0,428,0,0,0,3,28,0,2,0,68,45,18,0,11,0,3,0,0,3,0,0,27,8,0,0,0,186,418,41,4,0
2011,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,1,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,0,0,0,0
2011,1,1,1,0,1,0,0,1,3,0,1,0,4,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,4,0,5,0,0,0,4,0,0,0,0,13,0,0,0,0,1,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,17,1,0,0
2011,1,1,0,1,0,0,0,4,33,0,15,0,48,0,0,0,2,0,12,2,339,0,2,0,0,0,0,4,44,0,0,0,1,20,3,0,0,0,14,0,45,0,0,0,71,0,0,2,0,324,0,0,0,3,24,0,2,0,42,25,12,0,1,0,0,0,0,0,0,0,21,2,2,0,0,135,310,33,3,0
2011,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0
2011,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0
2011,0,0,1,1,0,0,0,17,144,0,76,0,226,0,0,0,2,0,5,6,756,0,6,0,152,0,0,6,375,0,7,8,12,3,12,0,0,0,209,0,188,0,0,4,57,0,0,10,0,321,0,0,0,7,91,0,3,0,136,107,50,0,10,0,0,0,0,3,0,0,167,5,1,0,0,202,3295,185,13,0
2011,0,0,1,0,0,1,0,4,1,0,0,0,3,0,0,0,0,0,0,0,113,0,0,0,2,0,0,0,3,0,0,0,0,0,7,0,0,0,1,0,32,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,6,7,3,0,0
2011,0,0,1,0,1,0,0,2,6,0,2,0,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,10,0,0,1,1,0,1,0,0,0,6,0,24,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,1,0,2,4,2,0,2,0,0,0,0,0,0,0,14,1,0,0,0,3,91,4,1,0
2011,0,0,0,1,0,0,0,12,114,0,49,0,186,0,0,0,7,0,4,5,793,0,9,0,125,0,0,2,314,0,4,6,11,4,13,0,0,0,161,0,204,0,0,1,44,0,0,10,0,254,0,0,0,5,72,0,6,0,136,89,28,0,19,0,2,0,0,7,0,0,163,4,0,0,0,156,2822,181,15,0
2011,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,79,0,0,0,1,0,0,0,4,0,0,0,0,0,7,0,0,0,10,0,54,0,0,0,1,0,0,1,0,2,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,7,7,1,0,0
2011,0,0,0,0,1,0,0,0,5,0,1,0,3,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,10,0,18,0,0,0,2,0,0,1,0,5,0,0,0,1,1,0,0,0,5,3,3,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,70,7,1,0
2011,0,1,1,1,0,0,0,8,39,0,30,0,116,0,0,0,2,0,2,4,222,0,2,0,1,0,0,5,119,0,3,0,7,1,8,0,0,0,74,0,73,0,0,4,34,0,0,8,0,99,0,0,0,4,19,0,2,0,42,62,30,0,5,0,0,0,0,2,0,0,102,2,0,0,0,74,960,100,6,0
2011,0,1,1,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,19,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,2,2,0,0
2011,0,1,1,0,1,0,0,2,2,0,2,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,4,0,13,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,10,0,0,0,0,2,33,3,1,0
2011,0,1,0,1,0,0,0,8,24,0,15,0,100,0,0,0,6,0,3,3,227,0,1,0,0,0,0,2,81,0,0,0,4,1,6,0,0,0,54,0,73,0,0,1,24,0,0,5,0,66,0,0,0,3,13,0,1,0,41,50,13,0,9,0,2,0,0,4,0,0,92,1,0,0,0,45,853,107,9,0
2011,0,1,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,7,0,30,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,1,1,0,0
2011,0,1,0,0,1,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,6,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,4,3,3,0,1,0,1,0,0,0,0,0,10,0,0,0,0,1,28,6,1,0
2010,1,0,1,1,0,0,0,4,224,0,71,0,60,0,0,0,1,0,13,5,1283,0,2,0,137,0,0,8,171,0,3,34,9,27,7,0,0,0,39,0,127,0,0,3,73,0,0,2,0,1300,0,0,0,7,263,0,0,0,261,39,10,0,14,0,3,0,0,3,0,0,13,6,0,0,0,632,1114,30,2,0
2010,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,2,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,0
2010,1,0,1,0,1,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,3,0,0,1,2,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,21,0,0,0
2010,1,0,0,1,0,0,0,16,135,0,34,0,46,0,0,0,0,0,13,2,1029,0,1,0,108,0,0,5,111,0,1,14,3,10,2,0,0,0,32,0,113,0,0,3,70,0,0,1,0,790,0,0,0,2,163,0,1,0,139,28,14,0,5,0,1,0,0,3,0,0,11,5,0,0,0,452,813,44,3,0
2010,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,0,1,0,8,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0
2010,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,15,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,7,0,0,0
2010,1,1,1,1,0,0,0,4,50,0,35,0,60,0,0,0,1,0,13,5,354,0,2,0,1,0,0,8,44,0,3,0,9,27,7,0,0,0,12,0,40,0,0,3,74,0,0,2,0,380,0,0,0,7,21,0,0,0,60,42,12,0,14,0,3,0,0,3,0,0,13,6,0,0,0,170,378,30,2,0
2010,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0
2010,1,1,1,0,1,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,11,0,0,0
2010,1,1,0,1,0,0,0,14,38,0,14,0,48,0,0,0,0,0,13,2,295,0,1,0,0,0,0,5,48,0,1,0,3,10,3,0,0,0,14,0,36,0,0,3,71,0,0,2,0,261,0,0,0,2,26,0,1,0,34,29,14,0,5,0,1,0,0,3,0,0,10,6,0,0,0,153,254,43,3,0
2010,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,1,0,2,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0
2010,1,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0
2010,0,0,1,1,0,0,0,9,155,0,68,0,108,0,0,0,1,0,3,3,748,0,4,0,251,0,0,1,355,0,4,9,6,3,4,0,0,0,178,0,178,0,0,0,25,0,0,3,0,308,0,0,0,3,103,0,1,0,151,49,25,0,5,0,0,0,0,1,0,0,70,3,1,0,0,168,3232,84,7,0
2010,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,57,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,5,1,0,0
2010,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,100,3,0,0
2010,0,0,0,1,0,0,0,5,129,0,46,0,92,0,0,0,2,0,1,2,801,0,8,0,196,0,0,0,318,0,4,14,8,4,7,0,0,0,149,0,168,0,0,0,26,0,0,5,0,243,0,0,0,3,101,0,4,0,137,44,13,0,12,0,0,0,0,3,0,0,75,3,0,0,0,148,2703,77,6,0
2010,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,6,0,0,0
2010,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,66,4,0,0
2010,0,1,1,1,0,0,0,10,29,0,27,0,110,0,0,0,1,0,3,3,187,0,4,0,0,0,0,1,100,0,4,0,6,4,4,0,0,0,66,0,47,0,0,0,24,0,0,3,0,91,0,0,0,3,23,0,1,0,46,49,23,0,5,0,0,0,0,1,0,0,70,3,1,0,0,53,942,84,7,0
2010,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,1,0,0
